ID	IslandID	PartID	ZoneID	Zone	Number	IndexName_1	Featured	SpokenName_1	PhoneticName_1	Speaker_1	SpeakerID_1	Start_1	End_1	IndexName_2	SpokenName_2	PhoneticName_2	Speaker_2	SpeakerID_2	Start_2	End_2	IndexName_3	SpokenName_3	PhoneticName_3	Speaker_3	SpeakerID_3	Start_3	End_3	CommonName_1	UnspokenName_1	ExtendedName_1	ExtendedName_2	VariantName_1	MisspelledName_1	Note_Speech	Note_Spelling	Note_Name	Note_Place	Group_1	GroupID_1	Group_2	GroupID_2	Transliteration	Addenda_Zone	SeeType	SeeText	SeeZone_1	SeeZoneID_1	SeeName_1	SeeNameID_1	SeeID_1	SeeZone_2	SeeZoneID_2	SeeName_2	SeeNameID_2	SeeID_2	SeeZone_3	SeeZoneID_3	SeeName_3	SeeNameID_3	SeeID_3	SeeZone_4	SeeZoneID_4	SeeName_4	SeeNameID_4	SeeID_4	KindPrefix_1	Kind_1	KindID_1	KindPlural_1	KindName_1	Super_1	Super_1.a	Super_1.1	KindPrefix_2	Kind_2	KindID_2	KindPlural_2	KindName_2	Super_2	Super_2.a	Kind_3	KindID_3	KindPlural_3	KindName_3	Super_3	Super_3.a	Kind_4	KindID_4	KindPlural_4	KindName_4	Super_4	Super_4.a	Kind_5	KindID_5	KindPlural_5	KindName_5	Kind_6	KindID_6	KindPlural_6	KindName_6	Kind_7	KindID_7	KindPlural_7	KindName_7
pn_zo_137-79			zo_137	The Far North	79	Te Reo Aroha		Te Reo Aroha	te REO Aroha	Pineaha Murray	sp_85	168.80	169.50																																																						kaumātua flats	fe_139		Te Reo Aroha Kaumātua Flats																																		
pn_zo_137-80			zo_137	The Far North	80	Te Reo Mihi		Te Reo Mihi	te REO MIhi	Merimeri Penfold	sp_74	171.32	172.38																																																						meeting house	fe_163		Te Reo Mihi meeting house	1																																	
pn_zo_137-81			zo_137	The Far North	81	Te Reo Pōwhiri																							Te Reo Pōwhiri																																						church	fe_48		Te Reo Pōwhiri	1																																	
pn_zo_137-82			zo_137	The Far North	82	Te Rerenga Wairua		Te Rerenga Wairua	te RErenga WAIrua	Pineaha Murray	sp_85	174.32	175.31															Cape Rēinga																																							cape	fe_39		Cape Rēinga																																		
pn_zo_137-83			zo_137	The Far North	83	Te Tōpito		Te Tōpito	te TŌpito	Pineaha Murray	sp_85	176.74	177.64																																																						head	fe_119		Te Tōpito Head																																		
pn_zo_137-84			zo_137	The Far North	84	Te Waioraroropo		Te Waioraroropo	te WAI-o-RAroropo	Pineaha Murray	sp_85	179.02	180.83	Te Wai o Raropō															Te Wai o Raropō					It is possible the speaker stumbled on this name																																	stream	fe_268		Te Waioraroropo Stream																																		
pn_zo_137-85			zo_137	The Far North	85	Te Waiorata		Te Waiorata	te WAI-o-RAta	Pineaha Murray	sp_85	182.91	183.76																																																						stream	fe_268		Te Waiorata Stream																																		
pn_zo_137-86			zo_137	The Far North	86	Te Wakatehauā		Te Wakatehauā	te WAka-te-HAUā	Pineaha Murray	sp_85	185.61	186.75																																																						island	fe_134		Te Wakatehauā Island																																		
pn_zo_137-87			zo_137	The Far North	87	Te Werahi		Te Werahi	te WErahi	Pineaha Murray	sp_85	187.92	188.60																																																						beach	fe_16		Te Werahi Beach					locality	fe_154		Te Werahi																										
pn_zo_137-88			zo_137	The Far North	88	Tikorangi		Tikorangi	TIkorangi	Pineaha Murray	sp_85	190.04	190.70																																																						hill	fe_122		Tikorangi																																		
pn_zo_137-89			zo_137	The Far North	89	Tokatoka		Tokatoka	TOka·toka	Pineaha Murray	sp_85	191.83	192.52																																																						point	fe_203		Tokatoka Point																																		
pn_zo_137-90			zo_137	The Far North	90	Tokerau		Tokerau	TOkerau	Pineaha Murray	sp_85	193.29	193.85															Great Exhibition Bay																																							bay	fe_15		Great Exhibition Bay					point	fe_203		Tokerau Point			beach	fe_16		Tokerau Beach			locality	fe_154		Tokerau														
pn_zo_137-91			zo_137	The Far North	91	Unuwhao		Unuwhao	Unuwhao	Pineaha Murray	sp_85	195.11	195.74	Unuhao															Unuhao				Unuhao																																		peak	fe_197		Unuwhao																																		
pn_zo_137-92			zo_137	The Far North	92	Wahakari		Wahakari	WAhakari	Pineaha Murray	sp_85	197.66	198.29																																																						lake	fe_147		Lake Wahakari																																		
pn_zo_137-93			zo_137	The Far North	93	Waihārera		Waihārera	WAI-HĀrera	Pineaha Murray	sp_85	199.61	200.48	Waiharara															Waiharara				Waiharara																																		locality	fe_154		Waihārera																																		
pn_zo_137-94			zo_137	The Far North	94	Waihopo		Waihopo	WAIhopo	Pineaha Murray	sp_85	201.99	202.71																																																						locality	fe_154		Waihopo																																		
pn_zo_137-95			zo_137	The Far North	95	Waihuahua		Waihuahua	WAIhua·hua	Pineaha Murray	sp_85	203.89	204.93																																																						swamp	fe_272		Waihuahua Swamp																																		
pn_zo_137-96			zo_137	The Far North	96	Waikanae		Waikanae	WAI-kaNAE	Pineaha Murray	sp_85	206.16	207.01																																																						stream	fe_268		Waikanae Stream					lake	fe_147		Lake Waikanae																										
pn_zo_137-97			zo_137	The Far North	97	Waikaramu		Waikaramu	WAI-KAramu	Pineaha Murray	sp_85	208.66	209.67																																																						lake	fe_147		Lake Waikaramu																																		
pn_zo_137-98			zo_137	The Far North	98	Waikūkū		Waikūkū	WAI-KŪkū	Pineaha Murray	sp_85	211.34	212.17																																																						beach	fe_16		Waikūkū Beach																																		
pn_zo_137-99			zo_137	The Far North	99	Waimanoni		Waimanoni	WAImaNOni	Pineaha Murray	sp_85	214.08	214.81																																																						marae	fe_156		Waimanoni Marae	5				locality	fe_154		Waimanoni	5																									
pn_zo_137-100			zo_137	The Far North	100	Waimirirangi		Waimirirangi	WAI-MIrirangi	Pineaha Murray	sp_85	216.11	216.90																																																						meeting house	fe_163		Waimirirangi meeting house	2																																	
pn_zo_137-101			zo_137	The Far North	101	Waimōrere		Waimōrere	WAI-MŌrere	Pineaha Murray	sp_85	218.51	219.36																																																						stream	fe_268		Waimōrere Stream																																		
pn_zo_137-102			zo_137	The Far North	102	Waingurunguru		Waingurunguru	WAI-NGUru·NGUru	Pineaha Murray	sp_85	220.52	221.46	Waingunguru															Waingunguru			Waingunguru																																			stream	fe_268		Waingurunguru Stream																																		
pn_zo_137-103			zo_137	The Far North	103	Waiora		Waiora	WAIora	Merimeri Penfold	sp_74	222.74	223.45																																																						meeting house	fe_163		Waiora meeting house	5																																	
pn_zo_137-104			zo_137	The Far North	104	Waipapakauri		Waipapakauri	WAI-PApa-KAUri	Pineaha Murray	sp_85	224.92	226.00																																																						beach	fe_16		Waipapakauri Beach					locality	fe_154		Waipapakauri			creek	fe_71		Waipapakauri Creek																				
pn_zo_137-105			zo_137	The Far North	105	Waiparera		Waiparera	WAI-PArera	Pineaha Murray	sp_85	227.11	227.91																																																						lake	fe_147		Lake Waiparera					stream	fe_268		Waiparera Stream																										
pn_zo_137-106			zo_137	The Far North	106	Waiparere		Waiparere	WAI-PArere	Pineaha Murray	sp_85	229.50	230.37																																																						lake	fe_147		Lake Waiparere																																		
pn_zo_137-107			zo_137	The Far North	107	Waitāhora		Waitāhora	WAI-TĀhora	Pineaha Murray	sp_85	231.33	232.25																																																						lake	fe_147		Lake Waitāhora					stream	fe_268		Waitāhora Stream																										
pn_zo_137-108			zo_137	The Far North	108	Waitangi		Waitangi	WAItangi	Pineaha Murray	sp_85	233.56	234.20																																																						locality	fe_154		Waitangi																																		
pn_zo_137-109			zo_137	The Far North	109	Waitanoni		Waitanoni	WAI-TAnoni	Pineaha Murray	sp_85	235.13	236.01																																																						stream	fe_268		Waitanoni Stream																																		
pn_zo_137-110			zo_137	The Far North	110	Waitarau		Waitarau	WAI-TArau	Pineaha Murray	sp_85	237.20	238.01																																																						stream	fe_268		Waitarau Stream																																		
pn_zo_137-111			zo_137	The Far North	111	Waitiki		Waitiki	WAItiki	Pineaha Murray	sp_85	239.53	240.27																																																						stream	fe_268		Waitiki Stream					landing	fe_149		Waitiki Landing			locality	fe_154		Waitiki			locality	fe_154		Waitiki Landing														
pn_zo_137-112			zo_137	The Far North	112	Whāngākea		Whāngākea	WHĀngā-KEA	Pineaha Murray	sp_85	241.19	242.05															Pandora																																							locality	fe_154		Pandora																																		
pn_zo_137-113			zo_137	The Far North	113	Whareana		Whareana	WHAreana	Pineaha Murray	sp_85	243.33	243.90																																																						bay	fe_15		Whareana Bay																																		
pn_zo_137-114			zo_137	The Far North	114	Whāro		Whāro	WHĀro	Pineaha Murray	sp_85	244.78	245.21																																																						peak	fe_197		Whāro																																		
pn_zo_137-115			zo_137	The Far North	115	Wikitōria		Wikitōria	WIkiTŌria	Ross Gregory	sp_99	246.26	246.97																																																						meeting house	fe_163		Wikitōria meeting house	4	b																																
pn_zo_138-0			zo_138	Overseas	0	Intro		Zone 138: Overseas		Hugh Young	sp_37	1.51	3.98															Zone 138: Overseas																																																																												
pn_zo_138-1			zo_138	Overseas	1	Hinemihi		Hinemihi	HInemihi	Maehe Nikora	sp_60	5.81	6.63																								in Clandon Park, Surrey, England																														meeting house	fe_163		Hinemihi meeting house																																		
pn_zo_138-2			zo_138	Overseas	2	Poihākena		Poihākena	poiHĀkena	Maehe Nikora	sp_60	8.19	9.21															Sydney														Port Jackson																									city	fe_50		Sydney																																		
pn_zo_138-3			zo_138	Overseas	3	Pouihi		Pouihi	POU-Ihi	Maehe Nikora	sp_60	11.05	11.77																								in New Zealand House, London																														carving	fe_40		Pouihi																																		
pn_zo_138-4			zo_138	Overseas	4	Rauru		Rauru	RAUru	Maehe Nikora	sp_60	13.68	14.50																								in Hamburg																														meeting house	fe_163		Rauru meeting house																																		
pn_zo_138-5			zo_138	Overseas	5	Rua te Pupuke		Rua te Pupuke	RUA te PUpuke	Maehe Nikora	sp_60	16.15	17.42																								in Chicago																														meeting house	fe_163		Rua te Pupuke meeting house																																		
pn_zo_138-6			zo_138	Overseas	6	Te Wharepuni ā Māui		Te Wharepuni ā Māui	te WHArepuni ā MĀui	Maehe Nikora	sp_60	19.35	20.81																								in Stuttgart																														meeting house	fe_163		Te Wharepuni ā Māui meeting house																																		
pn_zo_139-0			zo_139	Addenda	0	Intro		Zone 139: Addenda		Hugh Young	sp_37	1.48	3.68															Zone 139: Addenda																																																																												
pn_zo_139-1			zo_139	Addenda	1	Āwhina		Āwhina	Āwhina	Maaka Jones	sp_58	6.02	6.96																														in Zone 1			Lower Hutt Valley	zo_2																				AIDS centre	fe_1		Āwhina Aids Centre																																		
pn_zo_139-2			zo_139	Addenda	2	Te Wharemārie Tamaraiki		Te Wharemārie Tamaraiki	te WHAre-MĀrie TAmaraiki	Maaka Jones	sp_58	7.56	9.99																														in Zone 1			Lower Hutt Valley	zo_2																				creche	fe_70		Te Wharemārie Tamaraiki																																		
pn_zo_139-3			zo_139	Addenda	3	Pukerau		Pukerau	PUkerau	Maaka Jones	sp_58	11.32	12.32																														in Zone 4			Kāpiti Coast	zo_5																				school	fe_243		Pukerau School																																		
pn_zo_139-4			zo_139	Addenda	4	Te Awaiti		Te Awaiti	te aWA·Iti	Maaka Jones	sp_58	13.73	14.98															Cannnon's Creek															in Zone 4			Kāpiti Coast	zo_5																				stream	fe_268		Cannnon's Creek																																		
pn_zo_139-5			zo_139	Addenda	5	Hāto Pāora		Hāto Pāora	HĀto PĀora	Tukawekai Kereama	sp_126	16.42	17.54																														in Zone 10			Bulls	zo_11																				college	fe_55		Hāto Pāora College	5																																	
pn_zo_139-6			zo_139	Addenda	6	Tama Nui o te Ao Kātoa		Tama Nui o te Ao Kātoa	TAma NUI o te AO KĀtoa	Tukawekai Kereama	sp_126	19.28	20.99																														in Zone 10			Bulls	zo_11																				hall	fe_114		Tama Nui o te Ao Kātoa Hall	5																																	
pn_zo_139-7			zo_139	Addenda	7	Taumata o te Rā		Taumata o te Rā	TAUmata o te RĀ	Tukawekai Kereama	sp_126	23.45	24.92																														in Zone 10			Bulls	zo_11																			future	meeting house	fe_163		Taumata o te Rā Marae																																		
pn_zo_139-8			zo_139	Addenda	8	Tīmona		Tīmona	TĪmona	Tukawekai Kereama	sp_126	26.48	26.94																														in Zone 10			Bulls	zo_11																				park	fe_195		Tīmona Park																																		
pn_zo_139-9			zo_139	Addenda	9	Pūtai Ngāhere																						Vinegar Hill	Pūtai Ngāhere														in Zone 12			Taihape	zo_13																				domain	fe_80		Vinegar Hill																																		
pn_zo_139-10			zo_139	Addenda	10	Hurinui Orangi		Hurinui Orangi	HUrinui Orangi	Maehe Nikora	sp_60	28.24	29.62																														in Zone 33			Eketāhuna/Castlepoint	zo_34																				marae	fe_156		Hurinui Orangi Marae	2				meeting house	fe_163		Hurinui Orangi meeting house	2																									
pn_zo_139-11			zo_139	Addenda	11	Mangaaputa		Mangaaputa	MAnga-ā-PUta	Maehe Nikora	sp_60	31.54	32.70	Mangaputa																													in Zone 33			Eketāhuna/Castlepoint	zo_34																				monument	fe_175		Mangaaputa Monument				former	marae	fe_156		Mangaaputa Former Marae																										
pn_zo_139-12			zo_139	Addenda	12	Maungaraki		Maungaraki	MAUnga-RAki	Maehe Nikora	sp_60	34.33	35.21																														in Zone 33			Eketāhuna/Castlepoint	zo_34																				mountains	fe_177	1	Maungaraki Mountains																																		
pn_zo_139-13			zo_139	Addenda	13	Parakauiti		Parakauiti	PAra-KAUiti	Maehe Nikora	sp_60	37.02	37.97																														in Zone 33			Eketāhuna/Castlepoint	zo_34																				peak	fe_197		Parakauiti																																		
pn_zo_139-14			zo_139	Addenda	14	Raukawa		Raukawa	RAU-KAwa	Maehe Nikora	sp_60	40.16	40.95																														in Zone 39			Hastings	zo_40																				locality	fe_154		Raukawa																																		
pn_zo_139-15			zo_139	Addenda	15	Te Whanganui ō Ruawharo		Te Whanganui ō Ruawharo	te WHAnga-NUI ō RUAwharo	Maehe Nikora	sp_60	43.43	44.99															Hawke Bay															in Zones 40-43			Napier	zo_41				Wairoa	zo_42				Māhia	zo_43				Young Nick's Head	zo_44					bay	fe_15		Hawke Bay																																		
pn_zo_139-16			zo_139	Addenda	16	Kāweka		Kāweka	KĀweka	Maehe Nikora	sp_60	46.58	47.37																														in Zone 41			Wairoa	zo_42																				range	fe_218		Kāweka Range																																		
pn_zo_139-17			zo_139	Addenda	17	Maihī		Maihī	MAI-HĪ	Maehe Nikora	sp_60	48.71	49.50																														in Zone 42			Māhia	zo_43																				peak	fe_197		Maihī																																		
pn_zo_139-18			zo_139	Addenda	18	Mangatoto		Mangatoto	MAnga-TOto	Maehe Nikora	sp_60	50.59	51.55																														in Zone 42			Māhia	zo_43																				peak	fe_197		Mangatoto																																		
pn_zo_139-19			zo_139	Addenda	19	Mangopō		Mangopō	MAngo-PŌ	Maehe Nikora	sp_60	53.29	54.18																														in Zone 42			Māhia	zo_43																				forest	fe_94		Mangopō Forest																																		
pn_zo_139-20			zo_139	Addenda	20	Moumoukai		Moumoukai	MOUmou-KAI	Maehe Nikora	sp_60	55.75	56.86																														in Zone 42			Māhia	zo_43																				peak	fe_197		Moumoukai																																		
pn_zo_139-21			zo_139	Addenda	21	Ngānūhaka		Ngānūhaka	ngā-NŪhaka	Maehe Nikora	sp_60	58.34	59.46																								may no longer exist						in Zone 42			Māhia	zo_43																				marae	fe_156		Ngānūhaka Marae																																		
pn_zo_139-22			zo_139	Addenda	22	Rākaipāka		Rākaipāka	RĀkai-PĀka	Maehe Nikora	sp_60	61.03	62.33																														in Zone 42			Māhia	zo_43																				bridge	fe_29		Rākaipāka Bridge																																		
pn_zo_139-23			zo_139	Addenda	23	Te Hurukino		Te Hurukino	te HUru-KIno	Maehe Nikora	sp_60	64.32	65.34																														in Zone 42			Māhia	zo_43																				forest	fe_94		Te Hurukino Forest																																		
pn_zo_139-24			zo_139	Addenda	24	Te Poho-o-Terehu		Te Poho-o-Terehu	te POho-o-te-REhu	Maehe Nikora	sp_60	67.63	69.27																								may no longer exist						in Zone 42			Māhia	zo_43																				meeting house	fe_163		Te Poho-o-Terehu meeting house																																		
pn_zo_139-25			zo_139	Addenda	25	Tohutohu		Tohutohu	TOhu·tohu	Maehe Nikora	sp_60	70.80	71.62																														in Zone 42			Māhia	zo_43																				peak	fe_197		Tohutohu					marae	fe_156		Tohutohu Marae																										
pn_zo_139-26			zo_139	Addenda	26	Waiāuru		Waiāuru	WAI-ā-Uru	Maehe Nikora	sp_60	73.19	74.16																								may no longer exist						in Zone 42			Māhia	zo_43																				marae	fe_156		Waiāuru Marae																																		
pn_zo_139-27			zo_139	Addenda	27	Ōtiki		Ōtiki	Ō-TIki	Maehe Nikora	sp_60	75.90	76.77																														in Zone 50			Te Kaha/Cape Runaway	zo_51																				point	fe_203		Ōtiki Point																																		
pn_zo_139-28			zo_139	Addenda	28	Te Motu ō Kaiawa		Te Motu ō Kaiawa	te MOtu ō KAIawa	Maehe Nikora	sp_60	78.58	80.12															East Island															in Zone 50			Te Kaha/Cape Runaway	zo_51																				island	fe_134		East Island																																		
pn_zo_139-29			zo_139	Addenda	29	Kia Ora!	1	Kia Ora!	KIA Ora!	Naida Pou	sp_77	81.88	82.57															Kia Ora! Greeting						In 1984, Naida Glavish, then a telephone operator, was forbidden to greet callers with "Kia ora". She refused and was demoted. The backlash, by both Māori and Pākehā using the greeting, was significant in the resurgence of spoken Māori. To have her use it here seemed a fitting way to end the North Island recordings.																																																																						
pn_zo_140-0			zo_140	Golden Bay	0	Intro		Zone 140: Golden Bay		Hugh Young	sp_37	1.10	3.71															Zone 140: Golden Bay																																																																												
pn_zo_140-1			zo_140	Golden Bay	1	Anatoki		Anatoki	Ana-TOki	Hannah Moari Meihana	sp_21	5.75	6.75																																																						range	fe_218		Anatoki Range					peak	fe_197		Anatoki																										
pn_zo_140-2			zo_140	Golden Bay	2	Anaweka		Anaweka	Ana-WEka	Hannah Moari Meihana	sp_21	7.87	8.70																																																						locality	fe_154		Anaweka																																		
pn_zo_140-3			zo_140	Golden Bay	3	Aorere		Aorere	AOrere	Hannah Moari Meihana	sp_21	9.82	10.68																																																						lake	fe_147		Lake Aorere					river	fe_231		Aorere River			locality	fe_154		Aorere																				
pn_zo_140-4			zo_140	Golden Bay	4	Awaroa		Awaroa	Awaroa	Hannah Moari Meihana	sp_21	11.81	12.70																																																						river	fe_231		Awaroa River					bay	fe_15		Awaroa Bay			head	fe_119		Awaroa Head																				
pn_zo_140-5			zo_140	Golden Bay	5	Awaruatū		Awaruatū	Awa-RUAtū	Hannah Moari Meihana	sp_21	14.53	15.62																																																						harbour	fe_115		Awaruatū Harbour																																		
pn_zo_140-6			zo_140	Golden Bay	6	Eureka		Eureka	EU-REka	Hannah Moari Meihana	sp_21	17.22	17.94																							May not be Māori word																															peak	fe_197		Eureka																																		
pn_zo_140-7			zo_140	Golden Bay	7	Hāmāmā		Hāmāmā	HĀMĀmā	Hannah Moari Meihana	sp_21	19.56	20.41																																																						locality	fe_154		Hāmāmā																																		
pn_zo_140-8			zo_140	Golden Bay	8	Haupiri		Haupiri	HAUpiri	Hannah Moari Meihana	sp_21	22.13	22.94																																																						range	fe_218		Haupiri Range																																		
pn_zo_140-9			zo_140	Golden Bay	9	Iwituaroa		Iwituaroa	Iwi-TUAroa	Hannah Moari Meihana	sp_21	24.42	25.59																																																						range	fe_218		Iwituaroa Range																																		
pn_zo_140-10			zo_140	Golden Bay	10	Kahurangi		Kahurangi	KAhurangi	Hannah Moari Meihana	sp_21	27.06	27.96																																																						river	fe_231		Kahurangi River					point	fe_203		Kahurangi Point																										
pn_zo_140-11			zo_140	Golden Bay	11	Kaihoka		Kaihoka	KAIhoka	Hannah Moari Meihana	sp_21	29.34	30.19																																																						lake	fe_147		Lake Kaihoka																																		
pn_zo_140-12			zo_140	Golden Bay	12	Kākāpō		Kākāpō	KĀkāpō	Hannah Moari Meihana	sp_21	31.65	32.77																																																						peak	fe_197		Kākāpō																																		
pn_zo_140-13			zo_140	Golden Bay	13	Kānuka		Kānuka	KĀnuka	Hannah Moari Meihana	sp_21	34.13	34.84																																																						ridge	fe_230		Kānuka Ridge					stream	fe_268		Kānuka Stream																										
pn_zo_140-14			zo_140	Golden Bay	14	Kōtinga		Kōtinga	KŌtinga	Hannah Moari Meihana	sp_21	36.18	36.92																																																						locality	fe_154		Kōtinga																																		
pn_zo_140-15			zo_140	Golden Bay	15	Mangarākau		Mangarākau	MAnga-RĀkau	Hannah Moari Meihana	sp_21	38.47	39.58	Mangamanga-Rākau															Mangamanga-Rākau	Mangamanga-Rākau																																					locality	fe_154		Mangarākau																																		
pn_zo_140-16			zo_140	Golden Bay	16	Mōhua		Mōhua	MŌhua	Hannah Moari Meihana	sp_21	40.98	41.64															Golden Bay																																							bay	fe_15		Golden Bay					region	fe_224		Mōhua																										
pn_zo_140-17			zo_140	Golden Bay	17	Motupipi		Motupipi	MOtu-Pipi	Hannah Moari Meihana	sp_21	43.01	43.91																																																						inlet	fe_132		Motupipi Inlet					locality	fe_154		Motupipi																										
pn_zo_140-18			zo_140	Golden Bay	18	Ngārua		Ngārua	NGĀrua	Hannah Moari Meihana	sp_21	45.24	46.06																																																						cave	fe_42		Ngārua Cave																																		
pn_zo_140-19			zo_140	Golden Bay	19	Ngūroa		Ngūroa	NGŪroa	Hannah Moari Meihana	sp_21	47.89	48.72																																																						bay	fe_15		Ngūroa Bay																																		
pn_zo_140-20			zo_140	Golden Bay	20	Onehau		Onehau	One-HAU	Hannah Moari Meihana	sp_21	49.94	50.78																				Onahau																																		river	fe_231		Onehau River					locality	fe_154		Onehau																										
pn_zo_140-21			zo_140	Golden Bay	21	Onekakā		Onekakā	OneKAkā	Hannah Moari Meihana	sp_21	52.27	53.33																																																						locality	fe_154		Onekakā																																		
pn_zo_140-22			zo_140	Golden Bay	22	Onetāhua		Onetāhua	One-TĀhua	Hannah Moari Meihana	sp_21	54.34	55.42															Farewell Spit																																							marae	fe_156		Farewell Spit	1																																	
pn_zo_140-23			zo_140	Golden Bay	23	Onetahutī		Onetahutī	One-TAhu-TĪ	Hannah Moari Meihana	sp_21	56.94	58.60																																																						bay	fe_15		Onetahutī Bay																																		
pn_zo_140-24			zo_140	Golden Bay	24	Otuhie																							Otuhie																																						lake	fe_147		Lake Otuhie					river	fe_231		Otuhie River																										
pn_zo_140-25			zo_140	Golden Bay	25	Pākawau		Pākawau	PĀ-kaWAU	Hannah Moari Meihana	sp_21	60.28	61.17																																																						inlet	fe_132		Pākawau Inlet					locality	fe_154		Pākawau																										
pn_zo_140-26			zo_140	Golden Bay	26	Parapara		Parapara	PAra·para	Hannah Moari Meihana	sp_21	62.26	63.03																																																						inlet	fe_132		Parapara Inlet					peak	fe_197		Parapara			river	fe_231		Parapara River																				
pn_zo_140-27			zo_140	Golden Bay	27	Pariwhakaiho		Pariwhakaiho	PAri-whaKA·Iho	Hannah Moari Meihana	sp_21	64.24	65.29																																																						river	fe_231		Pariwhakaiho River																																		
pn_zo_140-28			zo_140	Golden Bay	28	Pāturau		Pāturau	PĀtu-RAU	Hannah Moari Meihana	sp_21	67.07	67.97																																																						locality	fe_154		Pāturau																																		
pn_zo_140-29			zo_140	Golden Bay	29	Pikikirunga		Pikikirunga	PIki-ki-RUnga	Hannah Moari Meihana	sp_21	69.26	70.29																				Pikikiruna																																		peak	fe_197		Pikikirunga					fault	fe_86		Pikikirunga Fault																										
pn_zo_140-30			zo_140	Golden Bay	30	Pōharoa		Pōharoa	PŌha-ROA	Hannah Moari Meihana	sp_21	74.14	75.12	Pōhara	Pōhara	PŌhara	Hannah Moari Meihana	sp_21	71.90	72.53																																															beach	fe_16		Pōharoa Beach					locality	fe_154		Pōharoa																										
pn_zo_140-31			zo_140	Golden Bay	31	Pūponga		Pūponga	PŪponga	Hannah Moari Meihana	sp_21	76.70	77.47																																																						locality	fe_154		Pūponga																																		
pn_zo_140-32			zo_140	Golden Bay	32	Pūpū		Pūpū	PŪpū	Hannah Moari Meihana	sp_21	78.74	79.50																	Te Waikoropupū														but see	but see (Te) Waikoropupū	Golden Bay	zo_140	Waikoropupū	54	pn_zo_140-54																	springs	fe_256	1	Pūpū Springs																																		
pn_zo_140-33			zo_140	Golden Bay	33	Puremahaia		Puremahaia	PUre-maHAIa	Hannah Moari Meihana	sp_21	80.69	81.87	Puremahoia	Puremahoia	PUra-maHOIa	Hannah Moari Meihana	sp_21	83.30	84.41													Puramahoi																																		locality	fe_154		Puremahaia																																		
pn_zo_140-34			zo_140	Golden Bay	34	Rākopi		Rākopi	RĀkopi	Hannah Moari Meihana	sp_21	85.96	86.83																																																						locality	fe_154		Rākopi																																		
pn_zo_140-35			zo_140	Golden Bay	35	Rāmeka		Rāmeka	RĀmeka	Hannah Moari Meihana	sp_21	87.88	88.71																																																						stream	fe_268		Rāmeka Stream																																		
pn_zo_140-36			zo_140	Golden Bay	36	Rangihaeata		Rangihaeata	RANGI-HAEata	Hannah Moari Meihana	sp_21	90.12	91.16																				Rangihaieta																																		locality	fe_154		Rangihaeata																																		
pn_zo_140-37			zo_140	Golden Bay	37	Rangitoto		Rangitoto	RAngi-TOto	Hannah Moari Meihana	sp_21	93.01	94.02																																																						rocks	fe_236	1	Rangitoto Rocks					point	fe_203		Rangitoto Point			locality	fe_154		Rangitoto Rocks																				
pn_zo_140-38			zo_140	Golden Bay	38	Rototai		Rototai	ROto-TAI	Hannah Moari Meihana	sp_21	95.33	96.28																																																						locality	fe_154		Rototai																																		
pn_zo_140-39			zo_140	Golden Bay	39	Ruataniwha		Ruataniwha	RUA-TAniwha	Hannah Moari Meihana	sp_21	97.46	98.40																																																						inlet	fe_132		Ruataniwha Inlet																																		
pn_zo_140-40			zo_140	Golden Bay	40	Tākaka		Tākaka	TĀkaka	Hannah Moari Meihana	sp_21	100.40	101.22															Tākaka and Tākaka North																																							hill	fe_122		Tākaka Hill					locality	fe_154		Tākaka			locality	fe_154		Tākaka North																				
pn_zo_140-41			zo_140	Golden Bay	41	Tarakohe		Tarakohe	TAra-KOhe	Hannah Moari Meihana	sp_21	102.74	103.62																																																						locality	fe_154		Tarakohe																																		
pn_zo_140-42			zo_140	Golden Bay	42	Tāta		Tāta	TĀta	Hannah Moari Meihana	sp_21	105.23	105.91																																																						beach	fe_16		Tāta Beach					locality	fe_154		Tāta Beach																										
pn_zo_140-43			zo_140	Golden Bay	43	Taumauka		Taumauka	TAU-MAUka	Hannah Moari Meihana	sp_21	107.13	108.10															Cape Farewell																																							cape	fe_39		Cape Farewell																																		
pn_zo_140-44			zo_140	Golden Bay	44	Taupō		Taupō	TAUpō	Hannah Moari Meihana	sp_21	109.96	110.62																																																						point	fe_203		Taupō Point																																		
pn_zo_140-45			zo_140	Golden Bay	45	Tauraāteweka		Tauraāteweka	TAUra-ā-te-WEka	Hannah Moari Meihana	sp_21	112.35	113.58																																																						point	fe_203		Tauraāteweka Point																																		
pn_zo_140-46			zo_140	Golden Bay	46	Te Mātau		Te Mātau	te MĀtau	Hannah Moari Meihana	sp_21	115.63	116.64																																																						locality	fe_154		Te Mātau																																		
pn_zo_140-47			zo_140	Golden Bay	47	Te Taitapu		Te Taitapu	te TAI-TApu	Hannah Moari Meihana	sp_21	117.80	118.88															Northwest Coast																																							coast	fe_54		Northwest Coast																																		
pn_zo_140-48			zo_140	Golden Bay	48	Tonga		Tonga	TOnga	Hannah Moari Meihana	sp_21	120.03	120.57																																																						island	fe_134		Tonga Island																																		
pn_zo_140-49			zo_140	Golden Bay	49	Tōtaranui		Tōtaranui	TŌtara-NUI	Hannah Moari Meihana	sp_21	122.17	123.25																																																						locality	fe_154		Tōtaranui																																		
pn_zo_140-50			zo_140	Golden Bay	50	Tui		Tui	TUI	Hannah Moari Meihana	sp_21	124.74	125.33																																																						stream	fe_268		Tui Stream					community	fe_57		Tui Community																										
